Species_original,Sex,Adult_Juvenile,BirdTree_WJSpecID,Species_BirdTree,Species_IOC13.1,Order_IOC13.1,Family_IOC13.1,English.name_IOC13.1,Multiling_IOC13.1_Japanese,N_studies,body.mass_g,wingspan_m,wing.area_m2,ref,def_span,def_area
Macheiramphus alcinus,NA,NA,4604,Macheiramphus alcinus,Macheiramphus alcinus,ACCIPITRIFORMES,Accipitridae,Bat Hawk,コウモリダカ,1,610,NA,0.146595,Mendelsohn 1989,NA,B-II
Melierax canorus,F,NA,4708,Melierax canorus,Melierax canorus,ACCIPITRIFORMES,Accipitridae,Pale Chanting Goshawk,コシジロウタオオタカ,1,808.7,NA,0.184969,Mendelsohn 1989,NA,B-II
Melierax canorus,M,NA,4708,Melierax canorus,Melierax canorus,ACCIPITRIFORMES,Accipitridae,Pale Chanting Goshawk,コシジロウタオオタカ,1,647.14,NA,0.156084,Mendelsohn 1989,NA,B-II
Melierax canorus,NA,NA,4708,Melierax canorus,Melierax canorus,ACCIPITRIFORMES,Accipitridae,Pale Chanting Goshawk,コシジロウタオオタカ,1,724.2,1.1083,0.17236,Mendelsohn 1989,A-II,B-II
Melierax canorus,NA,A,4708,Melierax canorus,Melierax canorus,ACCIPITRIFORMES,Accipitridae,Pale Chanting Goshawk,コシジロウタオオタカ,1,726.05,NA,0.173526,Mendelsohn 1989,NA,B-II
Melierax canorus,NA,J,4708,Melierax canorus,Melierax canorus,ACCIPITRIFORMES,Accipitridae,Pale Chanting Goshawk,コシジロウタオオタカ,1,717.76,NA,0.16835,Mendelsohn 1989,NA,B-II
Melierax metabates,NA,NA,4706,Melierax metabates,Melierax metabates,ACCIPITRIFORMES,Accipitridae,Dark Chanting Goshawk,ウタオオタカ,1,635.4,1.0119,0.14877,Mendelsohn 1989,A-II,B-II
Micronisus gabar,NA,NA,4709,Melierax gabar,Micronisus gabar,ACCIPITRIFORMES,Accipitridae,Gabar Goshawk,カワリウタオオタカ,2,175,0.5981,0.05441,Mendelsohn 1989,A-II,B-II
Milvus parasitus,NA,NA,4622,Milvus migrans,Milvus aegyptius,ACCIPITRIFORMES,Accipitridae,Yellow-billed Kite,キバシトビ,1,656,1.2947,0.21396,Mendelsohn 1989,A-II,B-II
Milvus migrans,NA,NA,4622,Milvus migrans,Milvus migrans,ACCIPITRIFORMES,Accipitridae,Black Kite,トビ,6,630.7,1.309,0.2152,Mendelsohn 1989,A-II,B-II
Polemaetus bellicosus,NA,NA,4876,Polemaetus bellicosus,Polemaetus bellicosus,ACCIPITRIFORMES,Accipitridae,Martial Eagle,ゴマバラワシ,1,3931.8,2.119,0.63981,Mendelsohn 1989,A-II,B-II
Polyboroides typus,NA,NA,4703,Polyboroides typus,Polyboroides typus,ACCIPITRIFORMES,Accipitridae,African Harrier-Hawk,チュウヒダカ,1,785,NA,0.28984,Mendelsohn 1989,NA,B-II
Stephanoaetus coronatus,NA,NA,4893,Stephanoaetus coronatus,Stephanoaetus coronatus,ACCIPITRIFORMES,Accipitridae,Crowned Eagle,カンムリクマタカ,1,3375,1.52,0.54153,Mendelsohn 1989,A-II,B-II
Terathopius ecaudatus,NA,NA,4667,Terathopius ecaudatus,Terathopius ecaudatus,ACCIPITRIFORMES,Accipitridae,Bateleur,ダルマワシ,2,2391.7,1.8619,0.35303,Mendelsohn 1989,A-II,B-II
Trigonoceps occipitalis,NA,NA,4657,Trigonoceps occipitalis,Trigonoceps occipitalis,ACCIPITRIFORMES,Accipitridae,White-headed Vulture,カオジロハゲワシ,2,3970,2.1625,0.62696,Mendelsohn 1989,A-II,B-II
Sagittarius serpentarius,NA,NA,4899,Sagittarius serpentarius,Sagittarius serpentarius,ACCIPITRIFORMES,Sagittariidae,Secretarybird,ヘビクイワシ,1,3677.1,2.1204,0.55775,Mendelsohn 1989,A-II,B-II
Falco amurensis,NA,NA,4958,Falco amurensis,Falco amurensis,FALCONIFORMES,Falconidae,Amur Falcon,アカアシチョウゲンボウ,1,129,NA,0.057575,Mendelsohn 1989,NA,B-II
Falco biarmicus,F,NA,4974,Falco biarmicus,Falco biarmicus,FALCONIFORMES,Falconidae,Lanner Falcon,ラナーハヤブサ,1,594.92,NA,0.12624,Mendelsohn 1989,NA,B-II
Falco biarmicus,M,NA,4974,Falco biarmicus,Falco biarmicus,FALCONIFORMES,Falconidae,Lanner Falcon,ラナーハヤブサ,1,520.27,NA,0.10504,Mendelsohn 1989,NA,B-II
Falco biarmicus,NA,NA,4974,Falco biarmicus,Falco biarmicus,FALCONIFORMES,Falconidae,Lanner Falcon,ラナーハヤブサ,3,546.6,1.0291,0.11231,Mendelsohn 1989,A-II,B-II
Falco chicquera,NA,NA,4956,Falco chicquera,Falco chicquera,FALCONIFORMES,Falconidae,Red-necked Falcon,アカガシラチョウゲンボウ,1,216.2,0.6866,0.05916,Mendelsohn 1989,A-II,B-II
Falco concolor,NA,NA,4961,Falco concolor,Falco concolor,FALCONIFORMES,Falconidae,Sooty Falcon,ウスズミハヤブサ,2,125,0.7098,0.05753,Mendelsohn 1989,A-II,B-II
Falco dickinsoni,NA,NA,4954,Falco dickinsoni,Falco dickinsoni,FALCONIFORMES,Falconidae,Dickinson's Kestrel,ハイガシラチョウゲンボウ,1,189,0.6691,0.0523,Mendelsohn 1989,A-II,B-II
Falco naumanni,NA,NA,4940,Falco naumanni,Falco naumanni,FALCONIFORMES,Falconidae,Lesser Kestrel,ヒメチョウゲンボウ,4,121,0.7217,0.05576,Mendelsohn 1989,A-II,B-II
Falco peregrinus,NA,NA,4980,Falco peregrinus,Falco peregrinus,FALCONIFORMES,Falconidae,Peregrine Falcon,ハヤブサ,6,477,1.032,0.101795,Mendelsohn 1989,A-II,B-II
Falco rupicoloides,F,NA,4951,Falco rupicoloides,Falco rupicoloides,FALCONIFORMES,Falconidae,Greater Kestrel,メジロチョウゲンボウ,1,263.05,NA,0.085585,Mendelsohn 1989,NA,B-II
Falco rupicoloides,M,NA,4951,Falco rupicoloides,Falco rupicoloides,FALCONIFORMES,Falconidae,Greater Kestrel,メジロチョウゲンボウ,1,247.75,NA,0.080957,Mendelsohn 1989,NA,B-II
Falco rupicoloides,NA,NA,4951,Falco rupicoloides,Falco rupicoloides,FALCONIFORMES,Falconidae,Greater Kestrel,メジロチョウゲンボウ,1,255.3,0.836,0.08449,Mendelsohn 1989,A-II,B-II
Falco tinnunculus,NA,NA,4941,Falco tinnunculus,Falco tinnunculus,FALCONIFORMES,Falconidae,Common Kestrel,チョウゲンボウ,8,181.5,0.7139,0.06344,Mendelsohn 1989,A-II,B-II
Falco vespertinus,NA,NA,4957,Falco vespertinus,Falco vespertinus,FALCONIFORMES,Falconidae,Red-footed Falcon,ニシアカアシチョウゲンボウ,4,112.5,0.6972,0.05437,Mendelsohn 1989,A-II,B-II
Polihierax semitorquatus,NA,NA,4932,Polihierax semitorquatus,Polihierax semitorquatus,FALCONIFORMES,Falconidae,Pygmy Falcon,コビトハヤブサ,1,59.5,0.3717,0.02045,Mendelsohn 1989,A-II,B-II
Asio capensis,NA,NA,3115,Asio capensis,Asio capensis,STRIGIFORMES,Strigidae,Marsh Owl,アフリカコミミズク,1,353.3,0.9154,0.1243,Mendelsohn 1989,A-II,B-II
Bubo africanus,NA,NA,2966,Bubo africanus,Bubo africanus,STRIGIFORMES,Strigidae,Spotted Eagle-Owl,アフリカワシミミズク,1,741.6,1.1329,0.20573,Mendelsohn 1989,A-II,B-II
Bubo capensis,NA,NA,2965,Bubo capensis,Bubo capensis,STRIGIFORMES,Strigidae,Cape Eagle-Owl,イワワシミミズク,1,1064.2,1.2493,0.23579,Mendelsohn 1989,A-II,B-II
Glaucidium capense,NA,NA,3060,Glaucidium capense,Glaucidium capense,STRIGIFORMES,Strigidae,African Barred Owlet,ヨコジマスズメフクロウ,1,93.3,0.4036,0.02948,Mendelsohn 1989,A-II,B-II
Glaucidium perlatum,NA,NA,3035,Glaucidium perlatum,Glaucidium perlatum,STRIGIFORMES,Strigidae,Pearl-spotted Owlet,アフリカスズメフクロウ,1,88.4,0.3862,0.02478,Mendelsohn 1989,A-II,B-II
Bubo lacteus,NA,NA,2972,Bubo lacteus,Ketupa lactea,STRIGIFORMES,Strigidae,Verreaux's Eagle-Owl,クロワシミミズク,1,1980,1.6347,0.42251,Mendelsohn 1989,A-II,B-II
Otus senegalensis,NA,NA,2909,Otus senegalensis,Otus senegalensis,STRIGIFORMES,Strigidae,African Scops Owl,アフリカコノハズク,1,80.1,0.4678,0.03368,Mendelsohn 1989,A-II,B-II
Otus leucotis,NA,NA,2931,Otus leucotis,Ptilopsis leucotis,STRIGIFORMES,Strigidae,Northern White-faced Owl,アフリカオオコノハズク,1,225.7,0.6668,0.06769,Mendelsohn 1989,A-II,B-II
Strix woodfordii,NA,NA,3009,Strix woodfordii,Strix woodfordii,STRIGIFORMES,Strigidae,African Wood Owl,アフリカヒナフクロウ,1,344.8,0.7879,0.12031,Mendelsohn 1989,A-II,B-II
Tyto alba,NA,NA,2878,Tyto alba,Tyto alba,STRIGIFORMES,Tytonidae,Western Barn Owl,メンフクロウ,5,348.9,0.9086,0.11429,Mendelsohn 1989,A-II,B-II
Tyto capensis,NA,NA,2884,Tyto capensis,Tyto capensis,STRIGIFORMES,Tytonidae,African Grass Owl,ミナミメンフクロウ,1,413.9,1.03825,0.15201,Mendelsohn 1989,A-II,B-II
Acrocephalus schoenobaenus,F,NA,10791,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,PASSERIFORMES,Acrocephalidae,Sedge Warbler,スゲヨシキリ,1,11.1,0.1919,0.00724,Hedenström 1992,A-II,A-II
Acrocephalus schoenobaenus,M,NA,10791,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,PASSERIFORMES,Acrocephalidae,Sedge Warbler,スゲヨシキリ,1,11.4,0.1972,0.00768,Hedenström 1992,A-II,A-II
Acrocephalus scirpaceus,F,NA,10797,Acrocephalus scirpaceus,Acrocephalus scirpaceus,PASSERIFORMES,Acrocephalidae,Common Reed Warbler,ヨーロッパヨシキリ,1,12.2,0.1936,0.00743,Hedenström 1992,A-II,A-II
Acrocephalus scirpaceus,M,NA,10797,Acrocephalus scirpaceus,Acrocephalus scirpaceus,PASSERIFORMES,Acrocephalidae,Common Reed Warbler,ヨーロッパヨシキリ,1,12.2,0.1956,0.00802,Hedenström 1992,A-II,A-II
Alauda arvensis,F,NA,11529,Alauda arvensis,Alauda arvensis,PASSERIFORMES,Alaudidae,Eurasian Skylark,ヒバリ,1,33.1,0.324,0.018,Hedenström 1992,A-II,A-II
Alauda arvensis,M,NA,11529,Alauda arvensis,Alauda arvensis,PASSERIFORMES,Alaudidae,Eurasian Skylark,ヒバリ,1,34.9,0.3539,0.0198,Hedenström 1992,A-II,A-II
Plectrophenax nivalis,F,NA,12508,Plectrophenax nivalis,Plectrophenax nivalis,PASSERIFORMES,Calcariidae,Snow Bunting,ユキホオジロ,1,36.3,0.3019,0.01484,Hedenström 1992,A-II,A-II
Plectrophenax nivalis,M,NA,12508,Plectrophenax nivalis,Plectrophenax nivalis,PASSERIFORMES,Calcariidae,Snow Bunting,ユキホオジロ,1,36.4,0.3208,0.01612,Hedenström 1992,A-II,A-II
Emberiza citrinella,F,NA,12464,Emberiza citrinella,Emberiza citrinella,PASSERIFORMES,Emberizidae,Yellowhammer,キアオジ,1,26.8,0.2697,0.013,Hedenström 1992,A-II,A-II
Emberiza citrinella,M,NA,12464,Emberiza citrinella,Emberiza citrinella,PASSERIFORMES,Emberizidae,Yellowhammer,キアオジ,1,27.9,0.2723,0.01368,Hedenström 1992,A-II,A-II
Carduelis chloris,F,NA,12312,Carduelis chloris,Chloris chloris,PASSERIFORMES,Fringillidae,European Greenfinch,アオカワラヒワ,1,30.4,0.2598,0.01281,Hedenström 1992,A-II,A-II
Carduelis chloris,M,NA,12312,Carduelis chloris,Chloris chloris,PASSERIFORMES,Fringillidae,European Greenfinch,アオカワラヒワ,1,27.4,0.2739,0.01383,Hedenström 1992,A-II,A-II
Fringilla coelebs,F,NA,12245,Fringilla coelebs,Fringilla coelebs,PASSERIFORMES,Fringillidae,Common Chaffinch,ズアオアトリ,1,22.4,0.2624,0.01305,Hedenström 1992,A-II,A-II
Fringilla coelebs,M,NA,12245,Fringilla coelebs,Fringilla coelebs,PASSERIFORMES,Fringillidae,Common Chaffinch,ズアオアトリ,1,24.7,0.2688,0.01344,Hedenström 1992,A-II,A-II
Anthus pratensis,F,NA,11879,Anthus pratensis,Anthus pratensis,PASSERIFORMES,Motacillidae,Meadow Pipit,マキバタヒバリ,1,18.9,0.2482,0.01031,Hedenström 1992,A-II,A-II
Anthus pratensis,M,NA,11879,Anthus pratensis,Anthus pratensis,PASSERIFORMES,Motacillidae,Meadow Pipit,マキバタヒバリ,1,20.1,0.2699,0.01167,Hedenström 1992,A-II,A-II
Motacilla alba,F,NA,11802,Motacilla alba,Motacilla alba,PASSERIFORMES,Motacillidae,White Wagtail,ハクセキレイ,1,22.8,0.2749,0.01257,Hedenström 1992,A-II,A-II
Motacilla alba,M,NA,11802,Motacilla alba,Motacilla alba,PASSERIFORMES,Motacillidae,White Wagtail,ハクセキレイ,1,25.1,0.275,0.01297,Hedenström 1992,A-II,A-II
Erithacus rubecula,F,NA,9206,Erithacus rubecula,Erithacus rubecula,PASSERIFORMES,Muscicapidae,European Robin,ヨーロッパコマドリ,1,20.3,0.2286,0.00972,Hedenström 1992,A-II,A-II
Erithacus rubecula,M,NA,9206,Erithacus rubecula,Erithacus rubecula,PASSERIFORMES,Muscicapidae,European Robin,ヨーロッパコマドリ,1,20.3,0.2306,0.01,Hedenström 1992,A-II,A-II
Luscinia svecica,F,NA,9216,Luscinia svecica,Luscinia svecica,PASSERIFORMES,Muscicapidae,Bluethroat,オガワコマドリ,1,16.1,0.2124,0.00995,Hedenström 1992,A-II,A-II
Luscinia svecica,M,NA,9216,Luscinia svecica,Luscinia svecica,PASSERIFORMES,Muscicapidae,Bluethroat,オガワコマドリ,1,16.3,0.2266,0.01094,Hedenström 1992,A-II,A-II
Passer domesticus,F,NA,11753,Passer domesticus,Passer domesticus,PASSERIFORMES,Passeridae,House Sparrow,イエスズメ,1,27.8,0.2322,0.01013,Hedenström 1992,A-II,A-II
Passer domesticus,M,NA,11753,Passer domesticus,Passer domesticus,PASSERIFORMES,Passeridae,House Sparrow,イエスズメ,1,27.8,0.235,0.01062,Hedenström 1992,A-II,A-II
Sylvia communis,F,NA,11385,Sylvia communis,Curruca communis,PASSERIFORMES,Sylviidae,Common Whitethroat,ノドジロムシクイ,1,14.8,0.211,0.0091,Hedenström 1992,A-II,A-II
Sylvia communis,M,NA,11385,Sylvia communis,Curruca communis,PASSERIFORMES,Sylviidae,Common Whitethroat,ノドジロムシクイ,1,14.9,0.2268,0.01007,Hedenström 1992,A-II,A-II
Sylvia curruca,F,NA,11386,Sylvia curruca,Curruca curruca,PASSERIFORMES,Sylviidae,Lesser Whitethroat,コノドジロムシクイ,1,11,0.2001,0.00689,Hedenström 1992,A-II,A-II
Sylvia curruca,M,NA,11386,Sylvia curruca,Curruca curruca,PASSERIFORMES,Sylviidae,Lesser Whitethroat,コノドジロムシクイ,1,11.8,0.2036,0.00724,Hedenström 1992,A-II,A-II
Turdus merula,F,NA,8941,Turdus merula,Turdus merula,PASSERIFORMES,Turdidae,Common Blackbird,ニシクロウタドリ,1,98,0.3895,0.03043,Hedenström 1992,A-II,A-II
Turdus merula,M,NA,8941,Turdus merula,Turdus merula,PASSERIFORMES,Turdidae,Common Blackbird,ニシクロウタドリ,1,98.7,0.3895,0.03235,Hedenström 1992,A-II,A-II
Turdus pilaris,F,NA,8963,Turdus pilaris,Turdus pilaris,PASSERIFORMES,Turdidae,Fieldfare,ノハラツグミ,1,112.6,0.4327,0.03405,Hedenström 1992,A-II,A-II
Turdus pilaris,M,NA,8963,Turdus pilaris,Turdus pilaris,PASSERIFORMES,Turdidae,Fieldfare,ノハラツグミ,1,113.7,0.4474,0.03679,Hedenström 1992,A-II,A-II
Catharus fuscescens,NA,NA,8902,Catharus fuscescens,Catharus fuscescens,PASSERIFORMES,Turdidae,Veery,ビリーチャツグミ,2,25.29,0.29941,0.014908,Yong 1994,A?-II?,B-II
Catharus minimus,NA,NA,8903,Catharus minimus,Catharus minimus,PASSERIFORMES,Turdidae,Grey-cheeked Thrush,ハイイロチャツグミ,1,5.1,0.30536,0.005026,Yong 1994,A?-II?,B-II
Catharus ustulatus,NA,NA,8906,Catharus ustulatus,Catharus ustulatus,PASSERIFORMES,Turdidae,Swainson's Thrush,オリーブチャツグミ,2,27.65,0.29713,0.014177,Yong 1994,A?-II?,B-II
Hylocichla mustelina,NA,NA,8910,Hylocichla mustelina,Hylocichla mustelina,PASSERIFORMES,Turdidae,Wood Thrush,モリツグミ,2,40.18,0.32735,0.017956,Yong 1994,A?-II?,B-II
Aethia cristatella,NA,NA,4528,Aethia cristatella,Aethia cristatella,CHARADRIIFORMES,Alcidae,Crested Auklet,エトロフウミスズメ,1,277,0.48,0.0283,Spear 1997,A-II,A-II
Cyclorrhynchus psittacula,NA,NA,4527,Aethia psittacula,Aethia psittacula,CHARADRIIFORMES,Alcidae,Parakeet Auklet,ウミオウム,1,282,0.502,0.0334,Spear 1997,A-II,A-II
Aethia pusilla,NA,NA,4530,Aethia pusilla,Aethia pusilla,CHARADRIIFORMES,Alcidae,Least Auklet,コウミスズメ,1,104,0.325,0.0144,Spear 1997,A-II,A-II
Alca torda,NA,NA,4510,Alca torda,Alca torda,CHARADRIIFORMES,Alcidae,Razorbill,オオハシウミガラス,5,620,0.661,0.0462,Spear 1997,A-II,A-II
Brachyramphus marmoratus,NA,NA,4517,Brachyramphus marmoratus,Brachyramphus marmoratus,CHARADRIIFORMES,Alcidae,Marbled Murrelet,アメリカマダラウミスズメ,1,226,0.443,0.024,Spear 1997,A-II,A-II
Cephus columba,NA,NA,4513,Cepphus columba,Cepphus columba,CHARADRIIFORMES,Alcidae,Pigeon Guillemot,ウミバト,1,470,0.578,0.0422,Spear 1997,A-II,A-II
Cerorhinca monocerata,NA,NA,4531,Cerorhinca monocerata,Cerorhinca monocerata,CHARADRIIFORMES,Alcidae,Rhinoceros Auklet,ウトウ,2,560,0.615,0.044,Spear 1997,A-II,A-II
Fratercula arctica,NA,NA,4532,Fratercula arctica,Fratercula arctica,CHARADRIIFORMES,Alcidae,Atlantic Puffin,ニシツノメドリ,5,398,0.549,0.0369,Spear 1997,A-II,A-II
Fratercula cirrhata,NA,NA,4534,Fratercula cirrhata,Fratercula cirrhata,CHARADRIIFORMES,Alcidae,Tufted Puffin,エトピリカ,1,799,0.662,0.0512,Spear 1997,A-II,A-II
Fratercula corniculata,NA,NA,4533,Fratercula corniculata,Fratercula corniculata,CHARADRIIFORMES,Alcidae,Horned Puffin,ツノメドリ,1,663,0.607,0.0434,Spear 1997,A-II,A-II
Ptychoramphus aleuticus,NA,NA,4526,Ptychoramphus aleuticus,Ptychoramphus aleuticus,CHARADRIIFORMES,Alcidae,Cassin's Auklet,アメリカウミスズメ,1,190,0.441,0.0262,Spear 1997,A-II,A-II
Synthliboramphus antiquus,NA,NA,4524,Synthliboramphus antiquus,Synthliboramphus antiquus,CHARADRIIFORMES,Alcidae,Ancient Murrelet,ウミスズメ,1,215,0.446,0.0244,Spear 1997,A-II,A-II
Synthliboramphus craveri,NA,NA,4523,Synthliboramphus craveri,Synthliboramphus craveri,CHARADRIIFORMES,Alcidae,Craveri's Murrelet,クラベリーウミスズメ,1,172,0.412,0.0189,Spear 1997,A-II,A-II
Synthliboramphus hypoleuca,NA,NA,4520,Synthliboramphus hypoleucus,Synthliboramphus hypoleucus,CHARADRIIFORMES,Alcidae,Guadalupe Murrelet,セグロウミスズメ,1,200,0.421,0.0207,Spear 1997,A-II,A-II
Uria aalge,NA,NA,4508,Uria aalge,Uria aalge,CHARADRIIFORMES,Alcidae,Common Murre,ウミガラス,5,1050,0.73,0.056,Spear 1997,A-II,A-II
Uria lomvia,NA,NA,4509,Uria lomvia,Uria lomvia,CHARADRIIFORMES,Alcidae,Thick-billed Murre,ハシブトウミガラス,2,1033,0.727,0.056,Spear 1997,A-II,A-II
Larus furcatus,NA,NA,4439,Creagrus furcatus,Creagrus furcatus,CHARADRIIFORMES,Laridae,Swallow-tailed Gull,アカメカモメ,1,690,1.368,0.1878,Spear 1997,A-II,A-II
Gygis alba,NA,NA,4496,Gygis alba,Gygis alba,CHARADRIIFORMES,Laridae,White Tern,シロアジサシ,2,95,0.725,0.0522,Spear 1997,A-II,A-II
Inrosterna inca,NA,NA,4498,Larosterna inca,Larosterna inca,CHARADRIIFORMES,Laridae,Inca Tern,インカアジサシ,1,219,0.87,0.0765,Spear 1997,A-II,A-II
Larus argentatus,NA,NA,4396,Larus argentatus,Larus argentatus,CHARADRIIFORMES,Laridae,European Herring Gull,セグロカモメ,6,1102,1.486,0.2284,Spear 1997,A-II,A-II
Larus californicus,NA,NA,4383,Larus californicus,Larus californicus,CHARADRIIFORMES,Laridae,California Gull,カリフォルニアカモメ,1,560,1.21,0.1478,Spear 1997,A-II,A-II
Larus glaucescens,NA,NA,4386,Larus glaucescens,Larus glaucescens,CHARADRIIFORMES,Laridae,Glaucous-winged Gull,ワシカモメ,1,1176,1.458,0.2458,Spear 1997,A-II,A-II
Larus thayeri,NA,NA,19006,Larus thayeri,Larus glaucoides,CHARADRIIFORMES,Laridae,Iceland Gull,アイスランドカモメ,1,897,1.376,0.1993,Spear 1997,A-II,A-II
Larus heermannii,NA,NA,4373,Larus heermanni,Larus heermanni,CHARADRIIFORMES,Laridae,Heermann's Gull,オグロカモメ,1,469,1.135,0.1308,Spear 1997,A-II,A-II
Larus marinus,NA,NA,4384,Larus marinus,Larus marinus,CHARADRIIFORMES,Laridae,Great Black-backed Gull,オオカモメ,5,1560,1.69,0.317,Spear 1997,A-II,A-II
Larus occidentalis,NA,NA,4388,Larus occidentalis,Larus occidentalis,CHARADRIIFORMES,Laridae,Western Gull,アメリカオオセグロカモメ,1,1037,1.436,0.2235,Spear 1997,A-II,A-II
Larus pipixcan,NA,NA,4434,Larus pipixcan,Leucophaeus pipixcan,CHARADRIIFORMES,Laridae,Franklin's Gull,アメリカズグロカモメ,1,255,1.015,0.0945,Spear 1997,A-II,A-II
Sterna fuscata,NA,NA,4484,Sterna fuscata,Onychoprion fuscatus,CHARADRIIFORMES,Laridae,Sooty Tern,セグロアジサシ,2,176,0.84,0.0712,Spear 1997,A-II,A-II
Rissa tridactyla,NA,NA,4440,Rissa tridactyla,Rissa tridactyla,CHARADRIIFORMES,Laridae,Black-legged Kittiwake,ミツユビカモメ,6,368,1.038,0.1015,Spear 1997,A-II,A-II
Sterna forsteri,NA,NA,4469,Sterna forsteri,Sterna forsteri,CHARADRIIFORMES,Laridae,Forster's Tern,メリケンアジサシ,1,141,0.782,0.0589,Spear 1997,A-II,A-II
Sterna paradisaea,NA,NA,4465,Sterna paradisaea,Sterna paradisaea,CHARADRIIFORMES,Laridae,Arctic Tern,キョクアジサシ,4,103,0.733,0.0495,Spear 1997,A-II,A-II
Phalaropus fulicaria,NA,NA,4148,Phalaropus fulicarius,Phalaropus fulicarius,CHARADRIIFORMES,Scolopacidae,Red Phalarope,ハイイロヒレアシシギ,1,39,0.424,0.0228,Spear 1997,A-II,A-II
Phalaropus lobatus,NA,NA,4146,Phalaropus lobatus,Phalaropus lobatus,CHARADRIIFORMES,Scolopacidae,Red-necked Phalarope,アカエリヒレアシシギ,3,37,0.352,0.0195,Spear 1997,A-II,A-II
Catharacta lonnbergi,NA,NA,19904,Catharacta lonnbergi,Stercorarius antarcticus,CHARADRIIFORMES,Stercorariidae,Brown Skua,ミナミオオトウゾクカモメ,1,1440,1.37,0.2286,Spear 1997,A-II,A-II
Stercorarius longicaudus,NA,NA,4345,Stercorarius longicaudus,Stercorarius longicaudus,CHARADRIIFORMES,Stercorariidae,Long-tailed Jaeger,シロハラトウゾクカモメ,3,275,0.956,0.088,Spear 1997,A-II,A-II
Catharacta maccormicki,NA,NA,4351,Catharacta maccormicki,Stercorarius maccormicki,CHARADRIIFORMES,Stercorariidae,South Polar Skua,オオトウゾクカモメ,2,1237,1.34,0.207,Spear 1997,A-II,A-II
Stercorarius parasiticus,NA,NA,4346,Stercorarius parasiticus,Stercorarius parasiticus,CHARADRIIFORMES,Stercorariidae,Parasitic Jaeger,クロトウゾクカモメ,4,367,1.038,0.1115,Spear 1997,A-II,A-II
Stercorarius pomarinus,NA,NA,4348,Stercorarius pomarinus,Stercorarius pomarinus,CHARADRIIFORMES,Stercorariidae,Pomarine Jaeger,トウゾクカモメ,2,654,1.176,0.1533,Spear 1997,A-II,A-II
Catharacta skua,NA,NA,4350,Catharacta skua,Stercorarius skua,CHARADRIIFORMES,Stercorariidae,Great Skua,キタオオトウゾクカモメ,4,1350,1.37,0.214,Spear 1997,A-II,A-II
Pelecanus occidentalis,NA,NA,5340,Pelecanus occidentalis,Pelecanus occidentalis,PELECANIFORMES,Pelecanidae,Brown Pelican,カッショクペリカン,2,4120,2.224,0.492,Spear 1997,A-II,A-II
Phaethon aethereus,NA,NA,5046,Phaethon aethereus,Phaethon aethereus,PHAETHONTIFORMES,Phaethontidae,Red-billed Tropicbird,アカハシネッタイチョウ,1,638,1.005,0.1095,Spear 1997,A-II,A-II
Phaethon rubricauda,NA,NA,5047,Phaethon rubricauda,Phaethon rubricauda,PHAETHONTIFORMES,Phaethontidae,Red-tailed Tropicbird,アカオネッタイチョウ,2,765,1.133,0.1228,Spear 1997,A-II,A-II
Diomedea immutabilis,NA,NA,5582,Phoebastria immutabilis,Phoebastria immutabilis,PROCELLARIIFORMES,Diomedeidae,Laysan Albatross,コアホウドリ,2,3375,2.02,0.3215,Spear 1997,A-II,A-II
Diomedea irrorata,NA,NA,5579,Phoebastria irrorata,Phoebastria irrorata,PROCELLARIIFORMES,Diomedeidae,Waved Albatross,ガラパゴスアホウドリ,2,2920,2.215,0.3455,Spear 1997,A-II,A-II
Diomedea nigripes,NA,NA,5581,Phoebastria nigripes,Phoebastria nigripes,PROCELLARIIFORMES,Diomedeidae,Black-footed Albatross,クロアシアホウドリ,2,3980,2.265,0.3607,Spear 1997,A-II,A-II
Phoebetria palpebrata,NA,NA,5593,Phoebetria palpebrata,Phoebetria palpebrata,PROCELLARIIFORMES,Diomedeidae,Light-mantled Albatross,ハイイロアホウドリ,5,2840,2.18,0.338,Spear 1997,A-II,A-II
Diomedea chrysostoma,NA,NA,5589,Thalassarche chrysostoma,Thalassarche chrysostoma,PROCELLARIIFORMES,Diomedeidae,Grey-headed Albatross,ハイガシラアホウドリ,4,3790,2.18,0.352,Spear 1997,A-II,A-II
Diomedea melanophris,NA,NA,5583,Thalassarche melanophrys,Thalassarche melanophris,PROCELLARIIFORMES,Diomedeidae,Black-browed Albatross,マユグロアホウドリ,4,3790,2.16,0.356,Spear 1997,A-II,A-II
Oceanodroma leucorhoa,NA,NA,5609,Oceanodroma leucorhoa,Hydrobates leucorhous,PROCELLARIIFORMES,Hydrobatidae,Leach's Storm Petrel,コシジロウミツバメ,5,41,0.469,0.0286,Spear 1997,A-II,A-II
